,Company,Location,Date,Rocket,Country
4192,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-06-20,Ariane 5 ECA, France
4193,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-06-24,Long March 3B/E, China
4194,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2019-06-25,Falcon Heavy, USA
4195,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-06-29,Electron/Curie, New Zealand
4196,Exos,"Vertical Launch Area, Spaceport America, New Mexico",2019-06-29,SARGE, New Mexico
4197,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",2019-07-05,Soyuz 2.1b/Fregat-M, Russia
4198,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-07-10,Soyuz 2.1v/Volga, Russia
4199,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2019-07-11,Vega, France
4200,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-07-13,Proton-M/DM-3, Kazakhstan
4201,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-07-20,Soyuz FG, Kazakhstan
4202,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-07-22,GSLV Mk III, India
4203,i-Space,"Site 95, Jiuquan Satellite Launch Center, China",2019-07-25,Hyperbola-1, China
4204,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-07-25,Falcon 9 Block 5, USA
4205,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-07-26,Long March 2C, China
4206,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-07-30,Soyuz 2.1a/Fregat-M, Russia
4207,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-07-31,Soyuz 2.1a, Kazakhstan
4208,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-08-05,Proton-M/Briz-M, Kazakhstan
4209,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-08-06,Ariane 5 ECA, France
4210,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-08-06,Falcon 9 Block 5, USA
4211,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2019-08-08,Atlas V 551, USA
4212,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019-08-17,Jielong-1, China
4213,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-08-19,Long March 3B/E, China
4214,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-08-19,Electron/Curie, New Zealand
4215,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-08-22,Soyuz 2.1a, Kazakhstan
4216,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2019-08-22,"Delta IV Medium+ (4,2)", USA
4217,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2019-08-29,Safir-1B+, Iran
4218,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2019-08-30,Rokot/Briz KM, Russia
4219,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-08-30,Kuaizhou 1A, China
4220,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-09-12,Long March 4B, China
4221,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019-09-19,Long March 11, China
4222,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-09-22,Long March 3B/YZ-1, China
4223,MHI,"LA-Y2, Tanegashima Space Center, Japan",2019-09-24,H-IIB, Japan
4224,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019-09-25,Long March 2D, China
4225,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-09-25,Soyuz FG, Kazakhstan
4226,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-09-26,Soyuz 2.1b/Fregat, Russia
4227,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-10-04,Long March 4C, China
4228,ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019-10-09,Proton-M/Briz-M, Kazakhstan
4229,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2019-10-11,Pegasus XL, USA
4230,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-10-17,Electron/Curie, New Zealand
4231,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-10-17,Long March 3B/E, China
4232,Exos,"Vertical Launch Area, Spaceport America, New Mexico",2019-10-26,SARGE, New Mexico
4233,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2019-11-02,Antares 230+, USA
4234,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-11-03,Long March 4B, China
4235,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-11-04,Long March 3B/E, China
4236,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-11-11,Falcon 9 Block 5, USA
4237,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-11-13,Kuaizhou 1A, China
4238,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2019-11-13,Long March 6, China
4239,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-11-17,Kuaizhou 1A, China
4240,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-11-23,Long March 3B/YZ-1, China
4241,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-11-25,Soyuz 2.1v/Volga, Russia
4242,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-11-26,Ariane 5 ECA, France
4243,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-11-27,PSLV-XL, India
4244,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-11-27,Long March 4C, China
4245,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-05,Falcon 9 Block 5, USA
4246,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-12-06,Electron/Curie, New Zealand
4247,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-12-06,Soyuz 2.1a, Kazakhstan
4248,ExPace,"Taiyuan Satellite Launch Center, China",2019-12-07,Kuaizhou 1A, China
4249,ExPace,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019-12-07,Kuaizhou 1A, China
4250,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2019-12-11,Soyuz 2.1b/Fregat, Russia
4251,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2019-12-11,PSLV-QL, India
4252,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",2019-12-11,New Shepard, USA
4253,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-12-16,Long March 3B/YZ-1, China
4254,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-17,Falcon 9 Block 5, USA
4255,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2019-12-18,Soyuz ST-A/Fregat-M, France
4256,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-12-20,Long March 4B, China
4257,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2019-12-20,Atlas V N22, USA
4258,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-12-24,Proton-M/DM-3, Kazakhstan
4259,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2019-12-26,Rokot/Briz KM, Russia
4260,CASC,"LC-101, Wenchang Satellite Launch Center, China",2019-12-27,Long March 5, China
4261,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-07,Falcon 9 Block 5, USA
4262,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-01-07,Long March 3B/E, China
4263,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-01-15,Long March 2D, China
4264,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2020-01-16,Kuaizhou 1A, China
4265,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-01-16,Ariane 5 ECA, France
4266,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-01-19,Falcon 9 Block 5, USA
4267,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-29,Falcon 9 Block 5, USA
4268,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-01-31,Electron/Curie, New Zealand
4269,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-02-06,Soyuz 2.1b/Fregat, Kazakhstan
4270,MHI,"LA-Y1, Tanegashima Space Center, Japan",2020-02-09,H-IIA 202, Japan
4271,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2020-02-09,Simorgh, Iran
4272,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-02-10,Atlas V 411, USA
4273,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2020-02-15,Antares 230+, USA
4274,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-02-17,Falcon 9 Block 5, USA
4275,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-02-18,Ariane 5 ECA, France
4276,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-02-19,Long March 2D, China
4277,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2020-02-20,Soyuz 2.1a/Fregat-M, Russia
4278,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-03-07,Falcon 9 Block 5, USA
4279,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-03-09,Long March 3B/E, China
4280,CASC,"LC-201, Wenchang Satellite Launch Center, China",2020-03-16,Long March 7A, China
4281,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2020-03-16,Soyuz 2.1b/Fregat-M, Russia
4282,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-03-18,Falcon 9 Block 5, USA
4283,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-03-21,Soyuz 2.1b/Fregat, Kazakhstan
4284,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-03-24,Long March 2C, China
4285,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-03-26,Atlas V 551, USA
4286,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-09,Soyuz 2.1a, Kazakhstan
4287,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-04-09,Long March 3B/E, China
4288,IRGC,"Launch Plateform, Shahrud Missile Test Site",2020-04-22,Qased, Shahrud Missile Test Site
4289,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-04-22,Falcon 9 Block 5, USA
4290,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-25,Soyuz 2.1a, Kazakhstan
